timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1595690637283,6,Get shopping cart,200,OK,200 Users 1-43,text,true,,518,167,43,124,http://localhost:8080/shopping-carts/1,6,0,0
1595690637288,5,Create Order,201,Created,200 Users 3-12,,true,,214,789,41,126,http://localhost:8080/orders,5,0,0
1595690637292,5,Create Account,201,Created,200 Users 2-42,,true,,216,406,42,126,http://localhost:8080/accounts,5,0,0
1595690637293,7,Create Order,201,Created,200 Users 3-41,,true,,214,789,41,126,http://localhost:8080/orders,7,0,0
1595690637307,7,Get shopping cart,200,OK,200 Users 1-44,text,true,,518,167,44,127,http://localhost:8080/shopping-carts/1,7,0,0
1595690637312,9,Get shopping cart,200,OK,200 Users 1-13,text,true,,523,167,44,129,http://localhost:8080/shopping-carts/1,9,0,0
1595690637316,6,Create Account,201,Created,200 Users 2-43,,true,,216,406,43,129,http://localhost:8080/accounts,6,0,0
1595690637318,6,Create Order,201,Created,200 Users 3-42,,true,,214,789,42,129,http://localhost:8080/orders,6,0,0
1595690637327,8,Get shopping cart,200,OK,200 Users 1-4,text,true,,518,167,45,130,http://localhost:8080/shopping-carts/1,8,0,0
1595690637333,8,Get shopping cart,200,OK,200 Users 1-45,text,true,,518,167,45,130,http://localhost:8080/shopping-carts/1,7,0,1
1595690637341,4,Create Account,201,Created,200 Users 2-44,,true,,216,406,44,132,http://localhost:8080/accounts,4,0,0
1595690637343,6,Create Order,201,Created,200 Users 3-43,,true,,214,789,43,132,http://localhost:8080/orders,6,0,0
1595690637346,5,Create Account,201,Created,200 Users 2-13,,true,,216,406,44,132,http://localhost:8080/accounts,5,0,0
1595690637357,8,Get shopping cart,200,OK,200 Users 1-46,text,true,,518,167,46,133,http://localhost:8080/shopping-carts/1,8,0,1
1595690637362,4,Create Account,201,Created,200 Users 2-4,,true,,216,406,45,134,http://localhost:8080/accounts,4,0,0
1595690637366,5,Create Account,201,Created,200 Users 2-45,,true,,216,406,45,135,http://localhost:8080/accounts,5,0,0
1595690637368,6,Create Order,201,Created,200 Users 3-44,,true,,214,789,44,135,http://localhost:8080/orders,6,0,0
1595690637373,5,Create Order,201,Created,200 Users 3-13,,true,,214,789,44,135,http://localhost:8080/orders,5,0,0
